Produto,Categoria,Preço Unitário (R$),Quantidade Vendida,Total de Vendas (R$),Data da Venda
Vestuário All,Vestuário,1750.13,19,33252.47,2024-03-03
Eletrônicos Dark,Eletrônicos,884.35,4,3537.4,2024-05-15
Brinquedos Republican,Brinquedos,4426.73,14,61974.22,2024-01-08
Vestuário Daughter,Vestuário,2407.59,11,26483.49,2024-07-26
Brinquedos Prevent,Brinquedos,1366.1,20,27322.0,2024-05-10
Eletrodomésticos Number,Eletrodomésticos,3170.14,11,34871.54,2024-01-13
Brinquedos Late,Brinquedos,3561.02,16,56976.32,2024-02-03
Eletrônicos Travel,Eletrônicos,4007.71,4,16030.84,2024-08-12
Vestuário Treatment,Vestuário,502.29,14,7032.06,2024-04-02
Brinquedos Hotel,Brinquedos,3450.45,13,44855.85,2024-07-16
Vestuário Federal,Vestuário,3894.54,8,31156.32,2024-11-03
Móveis Somebody,Móveis,734.01,5,3670.05,2024-08-27
Móveis Trouble,Móveis,1134.75,11,12482.25,2024-06-25
Eletrônicos Remain,Eletrônicos,3572.65,5,17863.25,2024-02-21
Vestuário Here,Vestuário,1266.89,10,12668.9,2024-10-04
Móveis Ago,Móveis,2535.23,3,7605.69,2024-01-15
Vestuário Raise,Vestuário,792.7,3,2378.1,2024-10-03
Vestuário Surface,Vestuário,4041.93,15,60628.95,2024-04-18
Eletrônicos Window,Eletrônicos,4747.51,2,9495.02,2024-05-14
Eletrônicos Budget,Eletrônicos,3950.9,11,43459.9,2024-01-03
Brinquedos Response,Brinquedos,103.09,17,1752.53,2024-05-23
Móveis In,Móveis,744.55,18,13401.9,2024-07-29
Vestuário Too,Vestuário,1099.6,9,9896.4,2024-10-22
Móveis Land,Móveis,939.17,19,17844.23,2024-05-23
Eletrodomésticos Force,Eletrodomésticos,1778.23,8,14225.84,2024-01-10
Móveis Professional,Móveis,3195.22,18,57513.96,2024-01-28
Brinquedos Hand,Brinquedos,4683.8,20,93676.0,2024-09-06
Vestuário Public,Vestuário,3435.46,9,30919.14,2024-05-13
Vestuário Rule,Vestuário,2730.56,14,38227.84,2024-08-03
Eletrodomésticos Various,Eletrodomésticos,1423.48,17,24199.16,2024-01-04
Brinquedos Arm,Brinquedos,3619.69,7,25337.83,2024-02-27
Vestuário Themselves,Vestuário,3159.83,8,25278.64,2024-07-30
Eletrônicos Dinner,Eletrônicos,3912.83,7,27389.81,2024-02-26
Brinquedos Worry,Brinquedos,2740.27,6,16441.62,2024-04-18
Móveis Able,Móveis,1851.41,12,22216.92,2024-02-19
Eletrônicos Worry,Eletrônicos,3251.46,12,39017.52,2024-02-09
Móveis Improve,Móveis,2958.95,12,35507.4,2024-10-24
Eletrodomésticos Join,Eletrodomésticos,4312.77,17,73317.09,2024-10-18
Brinquedos Top,Brinquedos,3834.82,16,61357.12,2024-11-21
Eletrodomésticos Ok,Eletrodomésticos,2198.25,1,2198.25,2024-03-14
Brinquedos Stand,Brinquedos,4871.19,15,73067.85,2024-08-25
Eletrônicos Guess,Eletrônicos,191.63,9,1724.67,2024-05-17
Móveis While,Móveis,1152.11,12,13825.32,2024-09-14
Vestuário Ago,Vestuário,4151.15,15,62267.25,2024-06-24
Vestuário Room,Vestuário,4474.05,17,76058.85,2024-01-08
Eletrônicos Daughter,Eletrônicos,155.43,7,1088.01,2024-06-08
Eletrodomésticos Attack,Eletrodomésticos,482.92,13,6277.96,2024-09-23
Móveis Six,Móveis,2223.78,18,40028.04,2024-04-26
Eletrodomésticos Long,Eletrodomésticos,3418.23,20,68364.6,2024-02-02
Eletrônicos However,Eletrônicos,1535.39,1,1535.39,2024-03-19
Vestuário Attention,Vestuário,2979.59,1,2979.59,2024-04-15
Vestuário In,Vestuário,2232.37,2,4464.74,2024-01-25
Brinquedos Executive,Brinquedos,4093.23,13,53211.99,2024-10-05
Eletrodomésticos Cup,Eletrodomésticos,4763.08,9,42867.72,2024-04-20
Eletrônicos Customer,Eletrônicos,4093.49,18,73682.82,2024-05-29
Eletrodomésticos Black,Eletrodomésticos,3414.23,4,13656.92,2024-10-05
Eletrodomésticos Tell,Eletrodomésticos,4915.16,14,68812.24,2024-03-02
Eletrodomésticos These,Eletrodomésticos,3223.02,19,61237.38,2024-06-08
Eletrodomésticos Live,Eletrodomésticos,4738.94,10,47389.4,2024-04-26
Eletrodomésticos Able,Eletrodomésticos,2787.01,19,52953.19,2024-03-02
Vestuário Child,Vestuário,2044.23,2,4088.46,2024-05-01
Eletrodomésticos Moment,Eletrodomésticos,3777.47,8,30219.76,2024-02-04
Brinquedos Rule,Brinquedos,4864.11,5,24320.55,2024-06-20
Eletrônicos Activity,Eletrônicos,2508.81,11,27596.91,2024-02-06
Eletrônicos Policy,Eletrônicos,3535.33,9,31817.97,2024-10-12
Móveis Develop,Móveis,4777.01,9,42993.09,2024-01-08
Móveis Deep,Móveis,1906.42,12,22877.04,2024-10-28
Móveis On,Móveis,4131.29,20,82625.8,2024-07-29
Vestuário Nothing,Vestuário,2092.87,3,6278.61,2024-08-25
Eletrônicos Somebody,Eletrônicos,125.97,19,2393.43,2024-09-16
Móveis Business,Móveis,761.49,2,1522.98,2024-11-01
Móveis Call,Móveis,4258.39,12,51100.68,2024-04-24
Móveis Condition,Móveis,3839.7,4,15358.8,2024-10-23
Brinquedos Last,Brinquedos,655.42,8,5243.36,2024-04-07
Móveis Citizen,Móveis,2926.46,10,29264.6,2024-04-06
Brinquedos Physical,Brinquedos,104.25,4,417.0,2024-07-11
Brinquedos Sort,Brinquedos,3630.99,11,39940.89,2024-06-27
Eletrônicos Usually,Eletrônicos,2607.54,19,49543.26,2024-03-21
Eletrônicos Age,Eletrônicos,1172.06,20,23441.2,2024-08-31
Brinquedos Fly,Brinquedos,2419.96,6,14519.76,2024-04-20
Móveis Rate,Móveis,1167.06,4,4668.24,2024-10-08
Eletrônicos Fine,Eletrônicos,4901.65,17,83328.05,2024-11-02
Vestuário Dream,Vestuário,3918.63,14,54860.82,2024-11-25
Eletrodomésticos By,Eletrodomésticos,378.35,6,2270.1,2024-03-13
Eletrodomésticos Stock,Eletrodomésticos,3163.98,17,53787.66,2024-04-19
Eletrônicos Continue,Eletrônicos,2420.89,16,38734.24,2024-05-03
Eletrônicos Few,Eletrônicos,4901.53,17,83326.01,2024-02-12
Móveis Themselves,Móveis,4772.39,2,9544.78,2024-05-17
Vestuário Vote,Vestuário,3236.53,20,64730.6,2024-09-25
Vestuário Author,Vestuário,4279.42,4,17117.68,2024-03-17
Brinquedos Able,Brinquedos,2377.62,12,28531.44,2024-05-17
Móveis Page,Móveis,1492.42,3,4477.26,2024-02-20
Eletrodomésticos Accept,Eletrodomésticos,4567.73,3,13703.19,2024-05-04
Brinquedos Chance,Brinquedos,2554.59,10,25545.9,2024-10-19
Brinquedos Tend,Brinquedos,107.07,8,856.56,2024-01-08
Vestuário Debate,Vestuário,1048.73,19,19925.87,2024-09-06
Vestuário Result,Vestuário,1615.85,10,16158.5,2024-10-16
Eletrônicos Edge,Eletrônicos,2081.42,6,12488.52,2024-06-04
Brinquedos Collection,Brinquedos,1928.43,18,34711.74,2024-02-02
Brinquedos Person,Brinquedos,2365.94,7,16561.58,2024-09-05
Eletrodomésticos Deep,Eletrodomésticos,3235.78,6,19414.68,2024-03-25
Eletrodomésticos Make,Eletrodomésticos,3951.71,12,47420.52,2024-09-23
Vestuário Lay,Vestuário,2777.2,17,47212.4,2024-01-02
Móveis Scene,Móveis,4085.42,17,69452.14,2024-04-29
Vestuário Year,Vestuário,3385.0,3,10155.0,2024-10-16
Móveis Dark,Móveis,2052.99,16,32847.84,2024-09-02
Eletrodomésticos Dog,Eletrodomésticos,2731.89,5,13659.45,2024-07-27
Vestuário Bar,Vestuário,139.49,10,1394.9,2024-10-15
Eletrodomésticos Research,Eletrodomésticos,4738.9,9,42650.1,2024-10-13
Eletrônicos Fact,Eletrônicos,2858.99,11,31448.89,2024-06-30
Eletrônicos Eight,Eletrônicos,2882.22,12,34586.64,2024-02-28
Eletrônicos Production,Eletrônicos,3567.78,11,39245.58,2024-02-20
Eletrodomésticos Offer,Eletrodomésticos,2207.95,1,2207.95,2024-05-23
Eletrodomésticos Deal,Eletrodomésticos,728.17,20,14563.4,2024-06-13
Brinquedos Suffer,Brinquedos,202.62,2,405.24,2024-04-13
Eletrônicos Whole,Eletrônicos,4957.94,9,44621.46,2024-06-12
Eletrônicos Body,Eletrônicos,1024.07,18,18433.26,2024-06-14
Brinquedos Good,Brinquedos,2601.13,7,18207.91,2024-09-22
Vestuário Firm,Vestuário,2657.44,4,10629.76,2024-11-06
Móveis Leave,Móveis,667.41,3,2002.23,2024-10-20
Móveis Way,Móveis,4377.92,19,83180.48,2024-11-16
Móveis Change,Móveis,3578.65,17,60837.05,2024-08-27
Móveis Law,Móveis,4160.39,4,16641.56,2024-02-29
Vestuário Mouth,Vestuário,2080.59,7,14564.13,2024-04-06
Eletrodomésticos Yes,Eletrodomésticos,2185.1,18,39331.8,2024-10-20
Brinquedos Deep,Brinquedos,1894.19,7,13259.33,2024-05-14
Eletrônicos By,Eletrônicos,2707.14,19,51435.66,2024-10-19
Móveis Above,Móveis,2745.71,6,16474.26,2024-08-25
Brinquedos Capital,Brinquedos,3920.04,9,35280.36,2024-09-07
Brinquedos Similar,Brinquedos,1837.99,20,36759.8,2024-06-30
Vestuário Fund,Vestuário,4149.72,2,8299.44,2024-01-21
Vestuário Teach,Vestuário,2727.39,18,49093.02,2024-04-13
Brinquedos My,Brinquedos,1956.52,14,27391.28,2024-10-02
Móveis Produce,Móveis,1504.97,17,25584.49,2024-01-12
Eletrodomésticos Friend,Eletrodomésticos,1487.34,18,26772.12,2024-09-04
Brinquedos Discussion,Brinquedos,786.5,19,14943.5,2024-10-20
Eletrodomésticos Old,Eletrodomésticos,3984.35,4,15937.4,2024-11-13
Vestuário Career,Vestuário,3678.46,7,25749.22,2024-02-21
Brinquedos After,Brinquedos,3163.43,16,50614.88,2024-06-03
Móveis As,Móveis,3819.47,12,45833.64,2024-11-01
Vestuário Reality,Vestuário,1577.83,9,14200.47,2024-10-24
Eletrônicos Individual,Eletrônicos,1178.11,15,17671.65,2024-08-13
Vestuário Perhaps,Vestuário,1607.56,15,24113.4,2024-05-04
Vestuário Former,Vestuário,2587.54,9,23287.86,2024-09-08
Brinquedos Country,Brinquedos,653.22,7,4572.54,2024-04-28
Brinquedos Public,Brinquedos,2777.28,4,11109.12,2024-06-04
Brinquedos Its,Brinquedos,2722.25,14,38111.5,2024-11-15
Vestuário Serve,Vestuário,174.84,10,1748.4,2024-05-08
Brinquedos Back,Brinquedos,2204.15,17,37470.55,2024-11-05
Móveis Field,Móveis,3021.4,6,18128.4,2024-07-13
Vestuário Across,Vestuário,2855.26,6,17131.56,2024-09-23
Brinquedos Fear,Brinquedos,3269.45,16,52311.2,2024-11-07
Móveis Find,Móveis,2651.19,6,15907.14,2024-08-11
Vestuário Foreign,Vestuário,3699.46,8,29595.68,2024-06-04
Eletrodomésticos Out,Eletrodomésticos,3919.79,6,23518.74,2024-02-10
Móveis Husband,Móveis,4376.07,14,61264.98,2024-07-26
Brinquedos Much,Brinquedos,4621.61,17,78567.37,2024-06-30
Eletrônicos Decide,Eletrônicos,4719.5,20,94390.0,2024-02-11
Vestuário Land,Vestuário,3968.36,16,63493.76,2024-11-26
Eletrônicos Father,Eletrônicos,245.97,19,4673.43,2024-02-03
Móveis Realize,Móveis,3065.94,15,45989.1,2024-07-12
Eletrodomésticos Represent,Eletrodomésticos,4321.84,7,30252.88,2024-07-26
Eletrônicos Politics,Eletrônicos,3858.84,15,57882.6,2024-08-17
Eletrônicos Under,Eletrônicos,4900.3,11,53903.3,2024-11-20
Brinquedos Pull,Brinquedos,4698.65,1,4698.65,2024-10-27
Vestuário Mind,Vestuário,3507.93,9,31571.37,2024-03-22
Brinquedos Still,Brinquedos,2970.86,20,59417.2,2024-11-08
Brinquedos Many,Brinquedos,2797.07,5,13985.35,2024-06-24
Eletrônicos Your,Eletrônicos,4638.28,17,78850.76,2024-06-05
Vestuário Fill,Vestuário,4760.06,17,80921.02,2024-02-22
Eletrodomésticos Still,Eletrodomésticos,4334.75,5,21673.75,2024-10-01
Vestuário Central,Vestuário,2181.7,8,17453.6,2024-07-05
Eletrônicos Point,Eletrônicos,1896.14,5,9480.7,2024-07-15
Brinquedos Discover,Brinquedos,2062.38,8,16499.04,2024-03-20
Eletrodomésticos Prevent,Eletrodomésticos,2744.64,9,24701.76,2024-11-20
Eletrônicos Allow,Eletrônicos,658.72,10,6587.2,2024-02-20
Eletrônicos Clearly,Eletrônicos,1265.51,15,18982.65,2024-10-06
Eletrônicos Our,Eletrônicos,2140.87,12,25690.44,2024-08-31
Móveis Local,Móveis,1639.92,18,29518.56,2024-06-09
Móveis Establish,Móveis,1733.87,3,5201.61,2024-04-27
Vestuário Anything,Vestuário,4559.77,6,27358.62,2024-11-19
Eletrônicos Side,Eletrônicos,2009.26,14,28129.64,2024-05-27
Móveis Rock,Móveis,3825.84,5,19129.2,2024-08-23
Vestuário Add,Vestuário,2085.34,18,37536.12,2024-08-08
Eletrônicos Vote,Eletrônicos,4401.04,2,8802.08,2024-03-02
Vestuário Personal,Vestuário,937.49,12,11249.88,2024-01-04
Eletrodomésticos Agent,Eletrodomésticos,173.48,8,1387.84,2024-10-19
Brinquedos Kitchen,Brinquedos,3761.91,7,26333.37,2024-04-15
Eletrodomésticos Now,Eletrodomésticos,4063.3,3,12189.9,2024-02-02
Vestuário Man,Vestuário,3286.43,18,59155.74,2024-03-07
Eletrônicos City,Eletrônicos,2583.77,6,15502.62,2024-06-16
Móveis Expert,Móveis,2774.78,5,13873.9,2024-07-21
Brinquedos Must,Brinquedos,4514.4,16,72230.4,2024-08-18
Vestuário Quality,Vestuário,3976.58,15,59648.7,2024-03-02
Vestuário Arm,Vestuário,2832.75,18,50989.5,2024-05-01
Eletrônicos Night,Eletrônicos,893.49,9,8041.41,2024-08-21
Vestuário Price,Vestuário,1867.99,13,24283.87,2024-03-13
Brinquedos Pretty,Brinquedos,1731.79,7,12122.53,2024-03-18
Eletrodomésticos Discuss,Eletrodomésticos,4833.75,8,38670.0,2024-04-07
Vestuário Social,Vestuário,4946.9,6,29681.4,2024-04-20
Vestuário Seat,Vestuário,184.22,19,3500.18,2024-09-15
Brinquedos White,Brinquedos,876.77,9,7890.93,2024-01-13
Brinquedos Focus,Brinquedos,3069.28,6,18415.68,2024-06-14
Móveis Seat,Móveis,2600.12,18,46802.16,2024-01-28
Móveis Public,Móveis,3154.03,3,9462.09,2024-06-11
Eletrônicos Require,Eletrônicos,1305.63,6,7833.78,2024-06-05
Vestuário End,Vestuário,367.43,9,3306.87,2024-09-13
Eletrodomésticos Paper,Eletrodomésticos,1857.63,19,35294.97,2024-05-21
Eletrônicos Interest,Eletrônicos,1276.03,1,1276.03,2024-01-30
Eletrônicos Throw,Eletrônicos,206.51,10,2065.1,2024-04-29
Brinquedos We,Brinquedos,1453.25,11,15985.75,2024-07-13
Eletrodomésticos Price,Eletrodomésticos,4482.84,10,44828.4,2024-03-19
Vestuário Help,Vestuário,2963.87,18,53349.66,2024-09-07
Eletrônicos Process,Eletrônicos,4474.95,15,67124.25,2024-04-06
Brinquedos Quality,Brinquedos,3086.53,8,24692.24,2024-10-12
Brinquedos Foot,Brinquedos,3392.46,4,13569.84,2024-05-27
Eletrônicos Tough,Eletrônicos,2007.66,10,20076.6,2024-11-21
Brinquedos Professional,Brinquedos,2002.52,2,4005.04,2024-01-19
Eletrônicos Understand,Eletrônicos,3882.29,4,15529.16,2024-05-24
Vestuário Million,Vestuário,238.88,3,716.64,2024-07-28
Brinquedos Contain,Brinquedos,2345.61,9,21110.49,2024-07-27
Eletrodomésticos Write,Eletrodomésticos,1708.5,17,29044.5,2024-10-18
Brinquedos College,Brinquedos,78.71,17,1338.07,2024-08-17
Eletrônicos Partner,Eletrônicos,4575.81,3,13727.43,2024-05-12
Móveis Book,Móveis,2715.92,17,46170.64,2024-04-28
Eletrodomésticos Rule,Eletrodomésticos,3420.35,4,13681.4,2024-02-05
Eletrodomésticos Show,Eletrodomésticos,3314.27,11,36456.97,2024-11-18
Móveis Ever,Móveis,4449.33,14,62290.62,2024-07-05
Móveis Not,Móveis,1381.36,4,5525.44,2024-11-01
Brinquedos Win,Brinquedos,834.64,5,4173.2,2024-08-12
Eletrônicos Heart,Eletrônicos,2701.62,15,40524.3,2024-01-13
Eletrônicos Sport,Eletrônicos,1086.85,15,16302.75,2024-01-22
Eletrônicos Account,Eletrônicos,4142.25,8,33138.0,2024-01-21
Móveis Believe,Móveis,4031.93,17,68542.81,2024-08-30
Móveis Tonight,Móveis,2893.32,13,37613.16,2024-03-12
Móveis It,Móveis,2546.69,19,48387.11,2024-03-09
Brinquedos Information,Brinquedos,2115.9,1,2115.9,2024-07-29
Móveis Go,Móveis,4402.07,20,88041.4,2024-01-20
Móveis Price,Móveis,2554.68,18,45984.24,2024-09-24
Móveis Mrs,Móveis,2619.85,10,26198.5,2024-01-27
Móveis Shake,Móveis,216.41,11,2380.51,2024-05-09
Móveis Animal,Móveis,4537.34,8,36298.72,2024-11-06
Móveis Seven,Móveis,2387.65,18,42977.7,2024-04-02
Brinquedos Movement,Brinquedos,1613.81,11,17751.91,2024-03-24
Móveis Whole,Móveis,4280.44,17,72767.48,2024-08-27
Vestuário Smile,Vestuário,1806.31,15,27094.65,2024-09-02
Eletrônicos Before,Eletrônicos,1869.08,3,5607.24,2024-07-20
Móveis Within,Móveis,618.92,19,11759.48,2024-07-01
Móveis Nearly,Móveis,4981.33,6,29887.98,2024-01-29
Eletrônicos Per,Eletrônicos,3273.74,18,58927.32,2024-09-09
Eletrônicos Cold,Eletrônicos,3627.69,10,36276.9,2024-09-30
Vestuário Ready,Vestuário,85.95,8,687.6,2024-01-22
Brinquedos System,Brinquedos,3442.32,8,27538.56,2024-07-06
Brinquedos Plant,Brinquedos,4416.44,4,17665.76,2024-05-20
Vestuário Rock,Vestuário,499.84,2,999.68,2024-10-18
Brinquedos Effort,Brinquedos,3518.32,4,14073.28,2024-10-30
Eletrônicos Law,Eletrônicos,3335.24,10,33352.4,2024-04-05
Brinquedos Deep,Brinquedos,919.49,7,6436.43,2024-10-26
Móveis Study,Móveis,1949.49,13,25343.37,2024-04-17
Eletrônicos Talk,Eletrônicos,4756.08,7,33292.56,2024-05-09
Móveis Hope,Móveis,2094.7,19,39799.3,2024-11-21
Vestuário Arrive,Vestuário,1908.35,17,32441.95,2024-03-20
Vestuário Wonder,Vestuário,2358.38,10,23583.8,2024-04-04
Vestuário Inside,Vestuário,2697.06,3,8091.18,2024-04-24
Vestuário Professor,Vestuário,2963.03,10,29630.3,2024-08-24
Eletrônicos Certainly,Eletrônicos,1912.78,12,22953.36,2024-10-16
Eletrodomésticos Together,Eletrodomésticos,2457.51,6,14745.06,2024-07-12
Brinquedos Difference,Brinquedos,466.34,15,6995.1,2024-10-17
Eletrodomésticos College,Eletrodomésticos,1008.2,10,10082.0,2024-05-09
Eletrodomésticos Outside,Eletrodomésticos,4801.56,3,14404.68,2024-01-13
Brinquedos Somebody,Brinquedos,4358.47,12,52301.64,2024-05-14
Brinquedos Ready,Brinquedos,3839.11,10,38391.1,2024-06-18
Eletrônicos Week,Eletrônicos,1338.18,9,12043.62,2024-08-15
Brinquedos Clearly,Brinquedos,2418.27,13,31437.51,2024-11-12
Brinquedos Live,Brinquedos,2718.46,12,32621.52,2024-10-23
Eletrodomésticos Necessary,Eletrodomésticos,4309.93,20,86198.6,2024-08-26
Móveis Herself,Móveis,367.06,19,6974.14,2024-04-21
Vestuário Before,Vestuário,4543.54,13,59066.02,2024-06-21
Vestuário Point,Vestuário,4881.93,3,14645.79,2024-07-15
Móveis Smile,Móveis,1492.8,10,14928.0,2024-09-13
Eletrodomésticos Up,Eletrodomésticos,3804.26,5,19021.3,2024-10-08
Eletrônicos Similar,Eletrônicos,3435.56,7,24048.92,2024-02-16
Eletrônicos General,Eletrônicos,4877.77,5,24388.85,2024-03-19
Eletrônicos Class,Eletrônicos,2124.7,13,27621.1,2024-06-16
Brinquedos Few,Brinquedos,2678.25,17,45530.25,2024-01-20
Eletrônicos Specific,Eletrônicos,1249.64,4,4998.56,2024-04-26
Vestuário All,Vestuário,3653.8,5,18269.0,2024-05-24
Vestuário Ready,Vestuário,3184.2,2,6368.4,2024-06-09
Eletrodomésticos Grow,Eletrodomésticos,1629.65,17,27704.05,2024-03-10
Eletrodomésticos Hard,Eletrodomésticos,4070.03,14,56980.42,2024-10-11
Vestuário Our,Vestuário,3357.82,7,23504.74,2024-03-06
Móveis Role,Móveis,2932.17,8,23457.36,2024-04-19
Eletrodomésticos List,Eletrodomésticos,702.57,12,8430.84,2024-07-20
Móveis Four,Móveis,1161.13,12,13933.56,2024-04-30
Móveis Eat,Móveis,2958.56,2,5917.12,2024-06-16
Vestuário Realize,Vestuário,1040.48,19,19769.12,2024-05-04
Eletrônicos Ball,Eletrônicos,1527.31,17,25964.27,2024-05-28
Vestuário Expect,Vestuário,3997.56,2,7995.12,2024-04-15
Móveis Level,Móveis,1183.28,3,3549.84,2024-01-31
Eletrodomésticos Focus,Eletrodomésticos,2459.79,5,12298.95,2024-06-24
Eletrodomésticos Particularly,Eletrodomésticos,275.08,19,5226.52,2024-10-05
Brinquedos Lay,Brinquedos,1895.56,7,13268.92,2024-11-07
Brinquedos Course,Brinquedos,296.86,3,890.58,2024-04-24
Eletrônicos Song,Eletrônicos,3001.28,20,60025.6,2024-10-04
Eletrodomésticos Great,Eletrodomésticos,4211.67,11,46328.37,2024-02-12
Eletrônicos Day,Eletrônicos,3424.44,2,6848.88,2024-05-12
Eletrodomésticos Machine,Eletrodomésticos,1309.3,14,18330.2,2024-03-29
Vestuário True,Vestuário,1295.12,4,5180.48,2024-10-18
Vestuário Class,Vestuário,2274.54,2,4549.08,2024-08-09
Brinquedos Director,Brinquedos,4543.23,19,86321.37,2024-09-17
Brinquedos Dog,Brinquedos,2390.97,5,11954.85,2024-04-22
Eletrodomésticos Support,Eletrodomésticos,1925.84,13,25035.92,2024-01-15
Vestuário Community,Vestuário,4317.37,4,17269.48,2024-09-16
Eletrônicos Fall,Eletrônicos,1607.26,2,3214.52,2024-11-20
Móveis Evening,Móveis,788.49,10,7884.9,2024-05-27
Vestuário Best,Vestuário,986.77,9,8880.93,2024-06-19
Eletrônicos Fall,Eletrônicos,784.26,20,15685.2,2024-03-20
Brinquedos Claim,Brinquedos,580.66,18,10451.88,2024-01-24
Eletrônicos However,Eletrônicos,2454.33,2,4908.66,2024-05-08
Móveis Five,Móveis,4343.56,9,39092.04,2024-11-11
Vestuário Hard,Vestuário,2376.93,1,2376.93,2024-01-16
Eletrodomésticos Degree,Eletrodomésticos,1244.46,15,18666.9,2024-11-18
Móveis Newspaper,Móveis,338.58,10,3385.8,2024-06-28
Eletrodomésticos I,Eletrodomésticos,3178.91,1,3178.91,2024-05-23
Vestuário Ground,Vestuário,1067.93,5,5339.65,2024-05-25
Eletrônicos Condition,Eletrônicos,1109.39,9,9984.51,2024-01-12
Eletrônicos Off,Eletrônicos,280.24,14,3923.36,2024-10-28
Eletrônicos Window,Eletrônicos,2008.55,6,12051.3,2024-05-20
Eletrodomésticos Congress,Eletrodomésticos,796.51,3,2389.53,2024-09-24
Brinquedos Difference,Brinquedos,4947.22,2,9894.44,2024-10-25
Móveis Health,Móveis,2888.05,10,28880.5,2024-11-24
Brinquedos Choice,Brinquedos,4754.35,9,42789.15,2024-05-22
Vestuário Pass,Vestuário,4911.84,16,78589.44,2024-05-26
Vestuário Money,Vestuário,553.6,15,8304.0,2024-03-31
Eletrodomésticos Others,Eletrodomésticos,1113.91,7,7797.37,2024-04-25
Móveis Suffer,Móveis,4483.2,14,62764.8,2024-01-27
Eletrodomésticos Store,Eletrodomésticos,2479.71,4,9918.84,2024-11-26
Brinquedos Clear,Brinquedos,249.39,12,2992.68,2024-02-19
Vestuário Once,Vestuário,2826.45,18,50876.1,2024-03-07
Vestuário Government,Vestuário,4743.52,11,52178.72,2024-07-01
Eletrodomésticos Field,Eletrodomésticos,593.84,19,11282.96,2024-02-21
Móveis Surface,Móveis,1905.51,18,34299.18,2024-09-22
Vestuário High,Vestuário,2776.73,6,16660.38,2024-09-13
Eletrônicos Station,Eletrônicos,986.2,14,13806.8,2024-02-28
Eletrônicos Dinner,Eletrônicos,1337.45,5,6687.25,2024-04-24
Brinquedos Bill,Brinquedos,1251.45,9,11263.05,2024-05-22
Brinquedos Decision,Brinquedos,2739.66,1,2739.66,2024-06-26
Móveis Budget,Móveis,2413.91,3,7241.73,2024-04-06
Eletrodomésticos Shoulder,Eletrodomésticos,1633.06,18,29395.08,2024-03-01
Eletrodomésticos Message,Eletrodomésticos,1018.94,17,17321.98,2024-01-09
Vestuário Level,Vestuário,1478.89,17,25141.13,2024-09-04
Móveis Step,Móveis,1961.6,19,37270.4,2024-07-13
Brinquedos Finally,Brinquedos,390.2,9,3511.8,2024-01-24
Eletrodomésticos Option,Eletrodomésticos,1948.06,4,7792.24,2024-01-30
Vestuário Language,Vestuário,771.98,16,12351.68,2024-04-18
Eletrônicos Though,Eletrônicos,1125.21,5,5626.05,2024-03-18
Eletrônicos Responsibility,Eletrônicos,1756.69,20,35133.8,2024-05-25
